,Unnamed: 0,province,town,address,sortation
1885,1885,ON,North York,"3400 Victoria Park Rd, North York ON M2H 2N5",M2H
1886,1886,ON,North York,"3514 Weston Rd, North York ON M9L 1V6",M9L
1887,1887,ON,North York,"3685 Keele St, North York ON M3J 3H6",M3J
1888,1888,ON,North York,"3748 Bathurst Street, North York ON M3H 3M4",M3H
1889,1889,ON,North York,"3981 Jane St, North York ON M3N 2K1",M3N
1890,1890,ON,North York,"4000 Jane St, North York ON M3N 2K2",M3N
1891,1891,ON,North York,"4025 Yonge St, Suite 129, North York ON M2P 2E3",M2P
1892,1892,ON,North York,"4110 Yonge St, North York ON M2P 2B7",M2P
1893,1893,ON,North York,"4211 Keele St, North York ON M3J 1N9",M3J
1894,1894,ON,North York,"461 Sheppard Ave East, North York ON M2N 3B3",M2N
1895,1895,ON,North York,"4696 Yonge St, North York ON M2N 5M2",M2N
1896,1896,ON,North York,"4700 Keele St, North York ON M3J 1P3",M3J
1897,1897,ON,North York,"4700 Keele St, North York ON M3J 1P3",M3J
1898,1898,ON,North York,"4750 Yonge Street (at Bogert Ave) Unit 101, Unit 101, North York ON M2N 6G5",M2N
1899,1899,ON,North York,"4751 Leslie St, North York ON M2J 2K8",M2J
1900,1900,ON,North York,"4841 Yonge St, North York ON M2N 5X2",M2N
1901,1901,ON,North York,"4901 Steeles Ave W Unit 1, North York ON M9L 2W1",M9L
1902,1902,ON,North York,"4926 Bathurst St, North York ON M2R 1N2",M2R
1903,1903,ON,North York,"4986 Yonge St, North York ON M2N 7G9",M2N
1904,1904,ON,North York,"500 Trethewey Dr, North York ON M6M 4C2",M6M
1905,1905,ON,North York,"5095 Yonge St., North York ON M2N 6Z4",M2N
1906,1906,ON,North York,"515 Drewry Ave, North York ON M2R 2K9",M2R
1907,1907,ON,North York,"5383 Yonge St, North York ON M2N 5R6",M2N
1908,1908,ON,North York,"5571 Yonge St, North York ON M2G 5S4",M2G
1909,1909,ON,North York,"5695 Yonge St, North York ON M2N 3T9",M2N
1910,1910,ON,North York,"5695 Yonge St., North York ON M2M 3T2",M2M
1911,1911,ON,North York,"5765 Yonge St, Apt 1401, North York ON M5H 2M5",M5H
1912,1912,ON,North York,"5955 Leslie St, North York ON M2H 1J8",M2H
1913,1913,ON,North York,"6000 Dufferin St North, North York ON M3H 5T5",M3H
1914,1914,ON,North York,"6001 Yonge St, North York ON M2M 3W2",M2M
1915,1915,ON,North York,"6464 Yonge St, North York ON M2M 3X4",M2M
1916,1916,ON,North York,"680 Sheppard Ave West, North York ON M3H 2S5",M3H
1917,1917,ON,North York,"70 Forest Manor Dr, Suite E, North York ON M2J 1G3",M2J
1918,1918,ON,North York,"770 Don Mills Rd, North York ON M3C 1T3",M3C
1919,1919,ON,North York,"770 Don Mills Road, North York ON M3C 1T3",M3C
1920,1920,ON,North York,"793 Wilson Ave, North York ON M3K 1E4",M3K
1921,1921,ON,North York,"8 Clock Tower Road, Shops At Don Mills, North York ON M3C 0G1",M3C
1922,1922,ON,North York,"800 Lawrence Ave E, North York ON M3C 1P4",M3C
1923,1923,ON,North York,"860 York Mills Rd, North York ON M3B 1Y4",M3B
1924,1924,ON,North York,"895 Jane St, North York ON M6N 4C4",M6N
1925,1925,ON,North York,"901 Sheppard Ave West, North York ON M3H 2T7",M3H
1926,1926,ON,North York,"Fairview Mall, 1800 Sheppard Ave. E, Unit 1049, North York ON M2J 5A7",M2J
1927,1927,ON,North York,"Humber River Hospital - Level 0, 1235 Wilson Avenue, Humber River Hospital, North York ON M3M 0B2",M3M
1928,1928,ON,North York,"Humber River Hospital - Level 1, 1235 Wilson Avenue, Humber River Hospital, North York ON M3M 0B2",M3M
1929,1929,ON,North York,"North York General Hospital - Upstairs, 1st Floor West Entrance, North York ON M2K 1E1",M2K
1930,1930,ON,Norwich,"773080  Hwy 59, Norwich ON N0J 1P0",N0J
1931,1931,ON,Oakville,"1 Canadian Rd, Oakville ON L6J 5E4",L6J
1932,1932,ON,Oakville,"111 Cross Ave, Oakville ON L6J 2W7",L6J
1933,1933,ON,Oakville,"1151 Bronte Rd, Oakville ON L6M 3L1",L6M
1934,1934,ON,Oakville,"1289 Marlborough Court, Oakville ON L6H 2R9",L6H
1935,1935,ON,Oakville,"1430 Trafalgar Rd, Oakville ON L6H 2L1",L6H
1936,1936,ON,Oakville,"1499 Upper Middle Rd, Oakville ON L6M 3G3",L6M
1937,1937,ON,Oakville,"1500 Dundas St West, Oakville ON L6M 4H8",L6M
1938,1938,ON,Oakville,"1500 Upper Middle Rd West, Oakville ON L6M 3G3",L6M
1939,1939,ON,Oakville,"1530 North Service Rd West, Oakville ON L6M 4A1",L6M
1940,1940,ON,Oakville,"201 Oak Park Blvd, Oakville ON L6H 7T4",L6H
1941,1941,ON,Oakville,"228 Wyecroft Rd, Oakville ON L6K 3S3",L6K
1942,1942,ON,Oakville,"2303 Lakeshore Rd W, Oakville ON L6L 1H2",L6L
1943,1943,ON,Oakville,"2316 Royal Windsor Dr, Oakville ON L6J 7Y1",L6J
1944,1944,ON,Oakville,"2355 Trafalgar Rd, Unit A, Oakville ON L6J 4N3",L6J
1945,1945,ON,Oakville,"240 Leighland Ave, Unit Fc1 2nd Floor, Oakville ON L6H 3H6",L6H
1946,1946,ON,Oakville,"2525 Hyde Park Gate Blvd, Oakville ON L6H 6G6",L6H
1947,1947,ON,Oakville,"260 North Service Rd W, Oakville ON L2M 2R7",L2M
1948,1948,ON,Oakville,"2960 S Sheridan Way, Oakville ON L6J 7T4",L6J
1949,1949,ON,Oakville,"3001 Hospital Gate, Oakville ON L6M 0L8",L6M
1950,1950,ON,Oakville,"3001 Hospital Gate Oakville Hospital, Oakville ON L6M 0L8",L6M
1951,1951,ON,Oakville,"345 Speers Rd, Oakville ON L6K 3S5",L6K
1952,1952,ON,Oakville,"3480 Superior Court, Oakville ON L6L 0C4",L6L
1953,1953,ON,Oakville,"386 Iroquois Shore Rd, Oakville ON L6M 1M4",L6M
1954,1954,ON,Oakville,"49 Lakeshore Rd, Oakville ON L6K 1C8",L6K
1955,1955,ON,Oakville,"494 Dundas St W, Oakville ON L6H 6Y3",L6H
1956,1956,ON,Oakville,"515 Maplegrove Dr, Oakville ON L6J 4W3",L6J
1957,1957,ON,Oakville,"520 Dundas St West, Oakville ON L6J 4Z3",L6J
1958,1958,ON,Oakville,"587 Third Line, Oakville ON L6L 4A8",L6L
1959,1959,ON,Oakville,"624 Third Line, Oakville ON L6L 4A7",L6L
1960,1960,ON,Oakville,"Sheridan College - Trafalgar - B Building, Oakville ON L6H 2L1",L6H
1961,1961,ON,Odessa,"Onroute - Napanee - 401 Westbound, Odessa ON K7R 1P7",K7R
1962,1962,ON,Odessa,"Onroute - Odessa - 401 Eastbound, Odessa ON K0H 2H0",K0H
1963,1963,ON,Ohsweken,"1688 Chiefswood Rd, Ohsweken ON N0A 1M0",N0A
1964,1964,ON,Orangeville,"100 Fifth Ave, Orangeville ON L9W 3E8",L9W
1965,1965,ON,Orangeville,"150 First Street, Orangeville ON L9W 3T7",L9W
1966,1966,ON,Orangeville,"230 Centennial Rd, Orangeville ON L9W 5K2",L9W
1967,1967,ON,Orangeville,"322 Broadway, Orangeville ON L9W 3T2",L9W
1968,1968,ON,Orangeville,"46 Broadway, Orangeville ON L9W 1J4",L9W
1969,1969,ON,Orangeville,"5960 Highway #9, Orangeville ON L9W 3T5",L9W
1970,1970,ON,Orillia,"170 Colborne St West, Orillia ON L3V 2Z3",L3V
1971,1971,ON,Orillia,"175 Westmount Dr, Orillia ON L3V 7T7",L3V
1972,1972,ON,Orillia,"25 Colborne St, Orillia ON L3V 1T4",L3V
1973,1973,ON,Orillia,"265 Atherly Rd, Orillia ON L3V 1N7",L3V
1974,1974,ON,Orillia,"298 Memorial Avenue, Orillia ON L3V 5X6",L3V
1975,1975,ON,Orillia,"3 Creighton St, Orillia ON L3V 1A9",L3V
1976,1976,ON,Orillia,"3295 Monarch Dr, Orillia ON L3V 7Z4",L3V
1977,1977,ON,Orillia,"420 West St N, Orillia ON L3V 5E8",L3V
1978,1978,ON,Orillia,"525 Memorial Ave, Orillia ON L3V 7V3",L3V
1979,1979,ON,Orillia,"825 Memorial Ave, Orillia ON L3V 6S2",L3V
1980,1980,ON,Orillia,"9110 Hwy 12 West, Orillia ON L3V 6H2",L3V
1981,1981,ON,Orleans,"110 Place D'orleans Dr, Unit Fcu8, Orleans ON K1C 2L9",K1C
1982,1982,ON,Orleans,"1980 Joseph Blvd, Orleans ON K1C 1E4",K1C
1983,1983,ON,Orleans,"2280 Tenth Line Rd, Orleans ON K4A 0X4",K4A
1984,1984,ON,Orleans,"2311 St Joseph Blvd, Orleans ON K1C 1E7",K1C
1985,1985,ON,Orleans,"2895 St Joseph Blvd, Orleans ON K1C 1C7",K1C
1986,1986,ON,Orleans,"3869 Innes Rd, Orleans ON K1C 1T1",K1C
1987,1987,ON,Orleans,"4454 Innes Rd, Orleans ON K4A 4C5",K4A
1988,1988,ON,Orleans,"911 Watters Rd, Orleans ON K4A 3K5",K4A
1989,1989,ON,Oro-medonte,"2976 Highway 11 & Concession 7, Oro-medonte ON L0L 2E0",L0L
1990,1990,ON,Orono,"Highway 35/115, Orono ON L0B 1M0",L0B
1991,1991,ON,Oshawa,"1251 Simcoe St North, Oshawa ON L1G 4X1",L1G
1992,1992,ON,Oshawa,"1311 Harmony Rd N, Oshawa ON L1K 0Z6",L1K
1993,1993,ON,Oshawa,"1361 Harmony Rd North, Oshawa ON L1K 0Z6",L1K
1994,1994,ON,Oshawa,"146 Bloor St East, Oshawa ON L1H 3M4",L1H
1995,1995,ON,Oshawa,"1471 Harmony Rd N, Oshawa ON L1H 7K5",L1H
1996,1996,ON,Oshawa,"20 Park Rd S, Oshawa ON L1J 4G8",L1J
1997,1997,ON,Oshawa,"211 King St E, Oshawa ON L1H 1C5",L1H
1998,1998,ON,Oshawa,"251 Ritson Rd N, Oshawa ON L1G 1Z7",L1G
1999,1999,ON,Oshawa,"3309 Simcoe St, Oshawa ON L1H 7K4",L1H
2000,2000,ON,Oshawa,"338 King St West, Oshawa ON L1J 2J9",L1J
2001,2001,ON,Oshawa,"415 Simcoe St S, Oshawa ON L1H 4J5",L1H
2002,2002,ON,Oshawa,"419 King St W, Oshawa ON L1J 2K5",L1J
2003,2003,ON,Oshawa,"503 Wentworth St W, Oshawa ON L1J 6G5",L1J
2004,2004,ON,Oshawa,"520 King St West, Oshawa ON L1J 2K9",L1J
2005,2005,ON,Oshawa,"560 King St East, Oshawa ON L1H 1G5",L1H
2006,2006,ON,Oshawa,"575 Thornton Road North, Oshawa ON L1J 8L5",L1J
2007,2007,ON,Oshawa,"767 Taunton Rd. E., Oshawa ON L1H 7K5",L1H
2008,2008,ON,Oshawa,"915 Bloor St West, Oshawa ON L1J 8M6",L1J
2009,2009,ON,Oshawa,"Durham College - Gordon Willey - Lower Level, Oshawa ON L1H 7K4",L1H
2010,2010,ON,Oshawa,"Durham College - Gordon Willey - Upper Level, Oshawa ON L1H 7K4",L1H
2011,2011,ON,Oshawa,"Durham College - Gordon Willey, C Wing?, Oshawa ON L1H 7K4",L1H
2012,2012,ON,Oshawa,"Durham College - Student Services Bldg, Oshawa ON L1H 7K4",L1H
2013,2013,ON,Oshawa,"Lakeridge Hospital, Oshawa ON L1G 2B9",L1G
2014,2014,ON,Oshawa,"On Tech Shaw Building, 2000 Simcoe Street N, Oshawa ON L1H 7K4",L1H
2015,2015,ON,Oshawa On,"2700 Simcoe St N, Oshawa On ON L1L 0R1",L1L
2016,2016,ON,Ottawa,"100 Constellation Crescent, Ottawa ON K1P 1J1",K1P
2017,2017,ON,Ottawa,"100 Metcalfe St, Ottawa ON K1P 0A7",K1P
2018,2018,ON,Ottawa,"1000 Airport Parkway Private, Unit 2500, Ottawa ON K1V 9B4",K1V
2019,2019,ON,Ottawa,"1000 Airport Parkway Private, Ottawa International Airport, Ottawa ON K1V 9B4",K1V
2020,2020,ON,Ottawa,"1000 Palladium Drive, Ottawa ON K2V 1A4",K2V
2021,2021,ON,Ottawa,"1125 Colonel By Dr, Ottawa ON K1S 5B6",K1S
2022,2022,ON,Ottawa,"1125 Colonel By Dr-carleton Univ Phy Ctr, Ottawa ON K1S 5B6",K1S
2023,2023,ON,Ottawa,"1200 St Laurent Blvd, Unit #629, Ottawa ON K1K 3B8",K1K
2024,2024,ON,Ottawa,"1239 Donald St, Ottawa ON K1J 8W3",K1J
2025,2025,ON,Ottawa,"1260 Merivale Rd, Ottawa ON K2C 3Z5",K2C
2026,2026,ON,Ottawa,"1270 Trim Rd, Ottawa ON K4A 3P7",K4A
2027,2027,ON,Ottawa,"1384 Baseline Rd, Ottawa ON K2C 0A9",K2C
2028,2028,ON,Ottawa,"1385 Woodroffe, Ottawa ON K2G 1V8",K2G
2029,2029,ON,Ottawa,"1406 Prince Of Wales Dr, Ottawa ON K2C 1N6",K2C
2030,2030,ON,Ottawa,"145 Jean-jacques Lussier, Ottawa ON K1N 6N5",K1N
2031,2031,ON,Ottawa,"1583 Alta Vista, Ottawa ON K1G 0E9",K1G
2032,2032,ON,Ottawa,"1600 Bank St, Ottawa ON K1V 7Y6",K1V
2033,2033,ON,Ottawa,"161 Laurier Ave, Ottawa ON K1P 5J2",K1P
2034,2034,ON,Ottawa,"1610 Walkley Rd, Ottawa ON K1V 6P5",K1V
2035,2035,ON,Ottawa,"1611 Bank St, Ottawa ON K1V 7Y8",K1V
2036,2036,ON,Ottawa,"1665 Hunt Club Rd, Ottawa ON K1T 3Z3",K1T
2037,2037,ON,Ottawa,"171 Slater St, Ottawa ON K1P 5H7",K1P
2038,2038,ON,Ottawa,"1778 Carling Ave, Ottawa ON K2A 1E1",K2A
2039,2039,ON,Ottawa,"1802 St Laurent Blvd, Ottawa ON K1G 1A2",K1G
2040,2040,ON,Ottawa,"1859 Carling Ave, Ottawa ON K2A 1E4",K2A
2041,2041,ON,Ottawa,"187 Bank St, Ottawa ON K2P 1W7",K2P
2042,2042,ON,Ottawa,"1950 Walkley Rd, Ottawa ON K1H 1W1",K1H
2043,2043,ON,Ottawa,"1967 Riverside Drive, Ottawa ON K1H 7W9",K1H
2044,2044,ON,Ottawa,"200 Sparks St, Ottawa ON K1P 5C1",K1P
2045,2045,ON,Ottawa,"2016 Ogilvie Rd, Ottawa ON K1J 7N9",K1J
2046,2046,ON,Ottawa,"2020 Trim Rd, Ottawa ON K4A 0G4",K4A
2047,2047,ON,Ottawa,"2100 Hunt Club Rd, Ottawa ON K1T 3S4",K1T
2048,2048,ON,Ottawa,"2121 Carling Ave Unit 57, Ottawa ON K2A 1S3",K2A
2049,2049,ON,Ottawa,"2162 Prince Of Wales Dr, Ottawa ON K2E 0A1",K2E
2050,2050,ON,Ottawa,"2277 Riverside Dr, Unit 214, Ottawa ON K1H 7X6",K1H
2051,2051,ON,Ottawa,"2301 Navaho Dr, Ottawa ON K2G 6Z1",K2G
2052,2052,ON,Ottawa,"2495 Bank St, Unit 19, Ottawa ON K1V 0Y5",K1V
2053,2053,ON,Ottawa,"2545 Baseline Rd, Ottawa ON K2H 7B3",K2H
2054,2054,ON,Ottawa,"263 Bank Street, Ottawa ON K2P 1X5",K2P
2055,2055,ON,Ottawa,"2636 Innes Rd, Ottawa ON K1B 4Z5",K1B
2056,2056,ON,Ottawa,"2701 Riverside Dr, Ottawa ON K1A 0B1",K1A
2057,2057,ON,Ottawa,"275 Slater St, Ottawa ON K1P 5H9",K1P
2058,2058,ON,Ottawa,"2800 Lancaster Road, Ottawa ON K1B 4S4",K1B
2059,2059,ON,Ottawa,"2951 Bank St, Ottawa ON K1T 1N9",K1T
2060,2060,ON,Ottawa,"2970 Carling Ave, Ottawa ON K2B 7J7",K2B
2061,2061,ON,Ottawa,"3045 Baseline Rd, 2nd Floor, Ottawa ON K2H 8P4",K2H
2062,2062,ON,Ottawa,"3224 Hawthorne Rd, Ottawa ON K1G 3V9",K1G
2063,2063,ON,Ottawa,"330 Queen St, Ottawa ON K1R 7Y5",K1R
2064,2064,ON,Ottawa,"3580 Strandherd Dr, Ottawa ON K2J 5L4",K2J
2065,2065,ON,Ottawa,"3705 Riverside Dr, Ottawa ON K1V 1G8",K1V
2066,2066,ON,Ottawa,"372 Hunt Club Rd, Ottawa ON K1V 1C1",K1V
2067,2067,ON,Ottawa,"40 Ruskin Ave, Ottawa ON K1Y 4W7",K1Y
2068,2068,ON,Ottawa,"401 Hazeldean Rd, Ottawa ON K2T 1T8",K2T
2069,2069,ON,Ottawa,"423 Cumberland St, Ottawa ON K1N 0B5",K1N
2070,2070,ON,Ottawa,"450 Bank St, Ottawa ON K2K 1X7",K2K
2071,2071,ON,Ottawa,"4764 Bank St, Ottawa ON K1T 3W7",K1T
2072,2072,ON,Ottawa,"50 Rideau St, Ottawa ON K1N 9J7",K1N
2073,2073,ON,Ottawa,"525 Somerset St West, Ottawa ON K1R 5W6",K1R
2074,2074,ON,Ottawa,"535 Terminal Ave, Ottawa ON K1G 0Z2",K1G
2075,2075,ON,Ottawa,"585 Montreal Rd, Ottawa ON K1K 4K3",K1K
2076,2076,ON,Ottawa,"631 Industrial Ave, Ottawa ON K1G 0Z1",K1G
2077,2077,ON,Ottawa,"655 Bronson Avenue, Ottawa ON K1S 4E7",K1S
2078,2078,ON,Ottawa,"800 King Edward, 1st Floor, Ottawa ON K1N 6N5",K1N
2079,2079,ON,Ottawa,"800 King Edward Ave, Ottawa ON K1N 6N5",K1N
2080,2080,ON,Ottawa,"801 Aviation Parkway, Ottawa ON K1K 4R3",K1K
2081,2081,ON,Ottawa,"85 Rue University, Ottawa ON K1N 6N5",K1N
2082,2082,ON,Ottawa,"90 Elgin St, Unit 2, Ottawa ON K1P 0C6",K1P
2083,2083,ON,Ottawa,"99-99 Rideau St, Ottawa ON K1N 9L8",K1N
2084,2084,ON,Ottawa,"993 Richmond Rd, Ottawa ON K2B 6R1",K2B
2085,2085,ON,Ottawa,"Ottawa Civic Hospital, Ottawa ON K1Y 4E9",K1Y
2086,2086,ON,Ottawa,"Ottawa General Hospital - 501 Smyth Road, Ottawa ON K1H 8L6",K1H
2087,2087,ON,Owen Sound,"155 9th St E, Owen Sound ON N4K 1N6",N4K
2088,2088,ON,Owen Sound,"1595 16th St East, Owen Sound ON N4K 5N3",N4K
2089,2089,ON,Owen Sound,"1800 8th St East, Owen Sound ON N4K 6M9",N4K
2090,2090,ON,Owen Sound,"690 Tenth St West, Owen Sound ON N4K 3R9",N4K
2091,2091,ON,Owen Sound,"925 10th St East, Owen Sound ON N4K 1T5",N4K
2092,2092,ON,Owen Sound,"957 10th St W, Owen Sound ON N4K 3H8",N4K
2093,2093,ON,Palmerston,"535 Main St W, Palmerston ON N0G 2P0",N0G
2094,2094,ON,Paris,"1084 Rest Acres Rd, Paris ON N3L 0B5",N3L
2095,2095,ON,Paris,"151 Dundas St E, Paris ON N3L 3H4",N3L
2096,2096,ON,Paris,"304 Grand River North, Paris ON N3L 3R7",N3L
2097,2097,ON,Parkhill,"2227 Elginfield Rd, Parkhill ON N0M 2K0",N0M
2098,2098,ON,Parry Sound,"1 Horseshoe Lake Rd, Parry Sound ON P2A 2W8",P2A
2099,2099,ON,Parry Sound,"1 Mall Dr, Parry Sound ON P2A 3A9",P2A
2100,2100,ON,Parry Sound,"113 Bowes St, Parry Sound ON P2A 2L8",P2A
2101,2101,ON,Pembroke,"100 Pembroke St E, Pembroke ON K8A 8A3",K8A
2102,2102,ON,Pembroke,"11 Robinson Lane, Pembroke ON K8A 0A5",K8A
2103,2103,ON,Pembroke,"1230 Pembroke St West, Pembroke ON K8A 4G4",K8A
2104,2104,ON,Penetanguishene,"132 Main St, Penetanguishene ON L9M 1M3",L9M
2105,2105,ON,Perth,"136 Gore St East, Perth ON K7H 1J5",K7H
2106,2106,ON,Perth,"98 Dufferin St, Perth ON K7H 3B5",K7H
2107,2107,ON,Petawawa,"22 Town Center Blvd, Petawawa ON K8H 0H1",K8H
2108,2108,ON,Petawawa,"3381 Petawawa Blvd, Petawawa ON K8H 1X6",K8H
2109,2109,ON,Petawawa,"41 Festubert Way, Unit 103, Petawawa ON K8H 1N3",K8H
2110,2110,ON,Petawawa,"Petawawa Expressmart, 1578 Wolfe Ave, Bldg W112, Petawawa ON K8H 2S7",K8H
2111,2111,ON,Peterborough,"1 Hospital Drive, Peterborough ON K9J 7C6",K9J
2112,2112,ON,Peterborough,"106 Chandler Crescent, Peterborough ON K9J 0K9",K9J
2113,2113,ON,Peterborough,"1200 Landsdowne St W, Peterborough ON K9J 2A1",K9J
2114,2114,ON,Peterborough,"1420 Crawford Dr, Peterborough ON K9J 6X6",K9J
2115,2115,ON,Peterborough,"1527 Water St, Peterborough ON K9H 0C6",K9H
2116,2116,ON,Peterborough,"157 George St North, Peterborough ON K9J 3G6",K9J
2117,2117,ON,Peterborough,"1781 Lansdowne St West, Peterborough ON K9K 2T4",K9K
2118,2118,ON,Peterborough,"1901 Lansdowne St W, Peterborough ON K9K 2M9",K9K
2119,2119,ON,Peterborough,"2151 East Bank Dr, Peterborough ON K9L 1Z8",K9L
2120,2120,ON,Peterborough,"336 Lansdowne St E, Peterborough ON K9J 6X9",K9J
2121,2121,ON,Peterborough,"55 Park St North, Peterborough ON K9J 3V5",K9J
2122,2122,ON,Peterborough,"645 Lansdowne St W Unit #fc110, Unit #110, Peterborough ON K9J 7Y5",K9J
2123,2123,ON,Peterborough,"721 Ashburnham Dr, Peterborough ON K9L 1P7",K9L
2124,2124,ON,Peterborough,"81 Hunter St East, Peterborough ON K9H 1G4",K9H
2125,2125,ON,Peterborough,"871-875 Chemong Rd, Peterborough ON K9H 5Z5",K9H
2126,2126,ON,Peterborough,"898 Monaghan Rd, Peterborough ON K9J 5K4",K9J
2127,2127,ON,Peterborough,"949 Highway 7 East, Peterborough ON K9J 6X8",K9J
2128,2128,ON,Peterborough,"Fleming College, Brealey Drive, Peterborough ON K9J 7B1",K9J
2129,2129,ON,Petrolia,"4160 Petrolia Line, Petrolia ON N0N 1R0",N0N
2130,2130,ON,Pickering,"1278 Kingston Rd., Pickering ON L1V 1B7",L1V
2131,2131,ON,Pickering,"1355 Kingston Rd, Pickering ON L1V 1B8",L1V
2132,2132,ON,Pickering,"1709 Kingston Rd, Pickering ON L1V 1C5",L1V
2133,2133,ON,Pickering,"1725 Kingston Rd, Pickering ON L1V 4L9",L1V
2134,2134,ON,Pickering,"1750 Bayly St, Pickering ON L1W 3N3",L1W
2135,2135,ON,Pickering,"1799 Liverpool Rd, Pickering ON L1V 1N2",L1V
2136,2136,ON,Pickering,"1800 Brock Rd North, Pickering ON L1V 4G2",L1V
2137,2137,ON,Pickering,"2460 Brock Road, Pickering ON L1Y 1A2",L1Y
2138,2138,ON,Pickering,"478 Kingston Rd, Pickering ON L1V 1A4",L1V
2139,2139,ON,Pickering,"698 Kingston Road, Pickering ON L1V 1A6",L1V
2140,2140,ON,Pickering,"742 Kingston Rd, Pickering ON L1V 1A8",L1V
2141,2141,ON,Pickering,"938 Liverpool Rd, Pickering ON L1W 1S6",L1W
2142,2142,ON,Pickering,"Pickering Nuclear Plant - No Public Access, Pickering ON L1W 3C7",L1W
2143,2143,ON,Picton,"123 Main St, Picton ON K0K 2T0",K0K
2144,2144,ON,Pikangikum,"Winter Rd, Pikangikum ON P0V 2L0",P0V
2145,2145,ON,Port Colborne,"197 Main St East, Port Colborne ON L3K 1S5",L3K
2146,2146,ON,Port Colborne,"287 Westside Rd, Port Colborne ON L3K 5Z2",L3K
2147,2147,ON,Port Colborne,"429 Main Stw, Port Colborne ON L3K 3W2",L3K
2148,2148,ON,Port Dover,"1st Andrew Street, Port Dover ON N0A 1N0",N0A
2149,2149,ON,Port Elgin,"5114 Hwy #21 Rr#3, Port Elgin ON N0H 2C0",N0H
2150,2150,ON,Port Elgin,"618 Gustavus Rd, Port Elgin ON N0H 2C0",N0H
2151,2151,ON,Port Hope,"159 Peter St, Port Hope ON L1A 1C7",L1A
2152,2152,ON,Port Hope,"181 Toronto Rd, Port Hope ON L1A 3V5",L1A
2153,2153,ON,Port Hope,"2211 County Rd 28, Port Hope ON L1A 3W4",L1A
2154,2154,ON,Port Hope,"369 Ontario St, Port Hope ON L1A 2W4",L1A
2155,2155,ON,Port Hope,"Onroute - Port Hope - 401 Eastbound, Port Hope ON L1A 3W3",L1A
2156,2156,ON,Port Perry,"15930 Old Simcoe Rd, Port Perry ON L9L 0A2",L9L
2157,2157,ON,Port Perry,"1805 Scugog St, Port Perry ON L9L 1J5",L9L
2158,2158,ON,Port Perry,"1889 Scugog St, Port Perry ON L9L 1H9",L9L
2159,2159,ON,Port Severn,"35 Lone Pine Rd, Port Severn ON L0K 1S0",L0K
2160,2160,ON,Prescott,"110 Prescott Centre Dr, Prescott ON K0E 1T0",K0E
2161,2161,ON,Prescott,"925 Edward St, Prescott ON K0E 1T0",K0E
2162,2162,ON,Puslinch,"1 Nicholas Beaver Rd, Puslinch ON N0B 2J0",N0B
2163,2163,ON,Rama,"5882 Rama Rd, Rama ON L3V 6H6",L3V
2164,2164,ON,Rama,"5899 Rama Rd, Rama ON L3V 6H6",L3V
2165,2165,ON,Red Lake,"5 Hughes Cres, Box 322 Red Lake Ont.  P0v2m0, Red Lake ON P0V 2M0",P0V
2166,2166,ON,Renfrew,"383 Stewart St, Renfrew ON K7V 1Y3",K7V
2167,2167,ON,Renfrew,"780 O'brien Rd, Renfrew ON K7V 0B4",K7V
2168,2168,ON,Richmond,"5915 Perth St, Richmond ON K0A 2Z0",K0A
2169,2169,ON,Richmond Hill,"10 Trench St, Richmond Hill ON L4C 4Z3",L4C
2170,2170,ON,Richmond Hill,"10 Trench St, Mackenzie Health, Richmond Hill ON L4C 4Z3",L4C
2171,2171,ON,Richmond Hill,"10 Vogell Rd, Unit 1, Richmond Hill ON L4B 3K4",L4B
2172,2172,ON,Richmond Hill,"10579 Yonge St., Richmond Hill ON L4C 3C5",L4C
2173,2173,ON,Richmond Hill,"10830 Bayview Ave, Richmond Hill ON L4S 1L7",L4S
2174,2174,ON,Richmond Hill,"11005 Yonge St, Richmond Hill ON L4C 3E3",L4C
2175,2175,ON,Richmond Hill,"12338 Yonge St, Richmond Hill ON L4E 0W5",L4E
2176,2176,ON,Richmond Hill,"13094 Yonge Street, Richmond Hill ON L4E 0K2",L4E
2177,2177,ON,Richmond Hill,"13380 Yonge St, Richmond Hill ON L4E 2P6",L4E
2178,2178,ON,Richmond Hill,"13735 Bathurst St, Richmond Hill ON L4E 2Z6",L4E
2179,2179,ON,Richmond Hill,"1410 Major Mackenzie Dr East, Richmond Hill ON L4S 0A1",L4S
2180,2180,ON,Richmond Hill,"1485 Elgin Mills East, Richmond Hill ON L4S 1M9",L4S
2181,2181,ON,Richmond Hill,"50a Red Maple Rd, Richmond Hill ON L4B 1K1",L4B
2182,2182,ON,Richmond Hill,"735 16th Ave, Richmond Hill ON L4C 7A8",L4C
2183,2183,ON,Richmond Hill,"8750 Bayview Ave, Unit 21, Richmond Hill ON L4B 4V9",L4B
2184,2184,ON,Richmond Hill,"8760 Bayview Avenue, Richmond Hill ON L4B 4M2",L4B
2185,2185,ON,Richmond Hill,"9005 Leslie St, Unit 1 & 2, Richmond Hill ON L4B 1G7",L4B
2186,2186,ON,Richmond Hill,"9275 Bayview Ave, Building B, Richmond Hill ON L4C 9X4",L4C
2187,2187,ON,Richmond Hill,"9350 Yonge Street, Richmond Hill ON L4C 5T2",L4C
2188,2188,ON,Richmond Hill,"9700 Yonge St, Richmond Hill ON L4C 1V8",L4C
2189,2189,ON,Ridgetown,"20474 Victoria Ave, Ridgetown ON N0P 2C0",N0P
2190,2190,ON,Rockland,"2875 Rue Laurier St, Rockland ON K4K 1A3",K4K
